wpi_number,name,lat,lon,type
3540.0,Port Clinton,41.516667,-82.933333,port
16710.0,Port Orford,42.733333,-124.5,port
7200.0,Rockport,42.666667,-70.616667,port
17550.0,Quartermaster Harbor,47.383333,-122.466667,port
18330.0,Westview,49.834166667,-124.531944444,port
7350.0,Vineyard Haven,41.45,-70.6,port
4880.0,Sheboygan,43.75,-87.7,port
2340.0,St Andrews East,45.566667,-74.33333299999998,port
17700.0,Tacoma,47.283333,-122.416667,port
17900.0,Richardson,48.45,-122.9,port
3000.0,Toronto,43.616667,-79.38333299999998,port
16730.0,Prosper,43.15,-124.366667,port
3510.0,Vermilion,41.433333,-82.366667,port
16880.0,Westport,46.133333,-123.383333,port
17160.0,Port Townsend,48.116667,-122.75,port
16840.0,Warrenton,46.166667,-123.916667,port
4460.0,Oscoda,44.416667,-83.31666699999998,port
4220.0,Thessalon,46.25,-83.56666699999998,port
18130.0,Port Coquitlam,49.233333333,-122.766666667,port
6550.0,St John,45.266667,-66.05,port
4830.0,Waukegan,42.366667,-87.81666699999998,port
4410.0,Saginaw,43.433333,-83.933333,port
4740.0,St Joseph,42.116667,-86.483333,port
17410.0,Silverdale,47.65,-122.7,port
2470.0,Rockland,45.55,-75.29999999999998,port
6650.0,Wyman,44.516667,-67.866667,port
16870.0,Tongue Point,46.2,-123.75,port
17010.0,South Bend,46.666667,-123.783333,port
3710.0,Point Edward,43.0,-82.416667,port
4560.0,Sault Ste Marie,46.5,-84.34999999999998,port
2210.0,Trois Rivieres,46.35,-72.54999999999998,port
7360.0,Woods Hole,41.516667,-70.666667,port
8822.0,Southwest Pass,28.45,-90.7,port
17230.0,Port Gamble,47.85,-122.583333,port
2520.0,Ottawa,45.433333,-75.7,port
3750.0,Port Elgin,44.433333,-81.4,port
18160.0,Port Moody,49.283333,-122.883333,port
17110.0,Sekiu,48.266667,-124.3,port
4340.0,St Clair,42.816667,-82.483333,port
16800.0,Reedsport,43.7,-124.1,port
2330.0,St Placide,45.533333,-74.2,port
16890.0,Rainier,46.083333,-122.933333,port
16940.0,Portland,45.516667,-122.666667,port
3660.0,Sombra,42.716667,-82.483333,port
3590.0,Wyandotte,42.2,-83.15,port
3010.0,Port Credit,43.55,-79.58333299999998,port
4730.0,South Haven,42.4,-86.283333,port
4870.0,Port Washington,43.383333,-87.866667,port
4270.0,Richards Landing,46.3,-84.033333,port
5450.0,Superior,46.733333,-92.066667,port
3760.0,Southampton,44.5,-81.38333299999998,port
3150.0,Sackets Harbor,43.95,-76.116667,port
3770.0,Tobermory,45.266667,-81.666667,port
3200.0,Rochester,43.266667,-77.59999999999998,port
2180.0,Quebec,46.816667,-71.216667,port
3960.0,Port Mcnicoll,44.75,-79.79999999999998,port
4380.0,Port Hope,43.95,-82.7,port
4680.0,White Lake,43.383333,-86.34999999999998,port
17750.0,Point Wells,47.783333,-122.4,port
8350.0,Plymouth,35.866667,-76.75,port
8870.0,Port Of Memphis,35.066667,-90.166667,port
2460.0,Thurso,45.6,-75.233333,port
17250.0,Poulsbo,47.733333,-122.65,port
3550.0,Put In Bay,41.65,-82.81666699999998,port
16930.0,St Helens,45.866667,-122.8,port
4900.0,Two Rivers,44.15,-87.56666699999998,port
4130.0,Sheguiandah,45.9,-81.916667,port
3220.0,Youngstown,43.25,-79.04999999999998,port
3190.0,Sodus Bay,43.266667,-76.983333,port
3810.0,Wiarton,44.75,-81.13333299999998,port
5490.0,Washington Harbor,47.916667,-89.15,port
3320.0,Rondeau,42.266667,-81.9,port
7470.0,Stonington,41.333333,-71.9,port
16970.0,Washougal,45.583333,-122.35,port
8890.0,Tri-City Port,38.716667,-90.2,port
17990.0,Orcas,48.6,-122.933333,port
4810.0,Wilmette,42.083333,-87.683333,port
16680.0,Samoa,40.816667,-124.183333,port
8160.0,Trenton,40.2,-74.766667,port
8318.0,Warwick,37.45,-77.416667,port
7430.0,Quonset Point,41.583333,-71.4,port
3310.0,Port Stanley,42.666667,-81.2,port
17650.0,Shelton,47.216667,-123.1,port
18060.0,Semiahmoo,48.983333,-122.766667,port
7641.0,Patchogue,40.75,-73.016667,port
3060.0,Port Dalhousie,43.216667,-79.266667,port
3360.0,Kingsville,42.016667,-82.733333,port
15830.0,Topolobampo,25.6,-109.066667,port
15850.0,Guaymas,27.916667,-110.916667,port
3490.0,Cleveland,41.5,-81.716667,port
3560.0,Toledo,41.7,-83.466667,port
3570.0,Monroe,41.883333,-83.33333299999998,port
16830.0,Toledo,44.616667,-123.933333,port
1989.0,Cap des Mechins,49.0,-66.983333333,port
1980.0,Godbout,49.316666667,-67.6,port
2100.0,Tadoussac,48.15,-69.716666667,port
2155.0,La Malbaie,47.633333333,-70.133333333,port
2145.0,Ile du Gros Cacouna,47.933333333,-69.5,port
6460.0,Yarmouth Harbor (Canada),43.833333333,-66.116666667,port
2080.0,Baie des Escoumins,48.35082,-69.389171579,port
2152.0,St Simeon,47.833333333,-69.866666667,port
2160.0,Portneuf,46.683333333,-71.883333333,port
2173.0,Pointe des Roches,47.416666667,-70.4,port
18235.0,Port Mellon,49.516667,-123.483333,port
18670.0,Victoria Harbor,48.433333,-123.383333,port
18150.0,Vancouver,49.283333,-123.116667,port
18730.0,Port Alberni,49.233333,-124.816667,port
3860.0,Owen Sound,44.583333,-80.933333,port
5210.0,Thunder Bay,48.4,-89.233333,port
