gppd_idnr,name,lat,lon,capacity_mw,primary_fuel,type
CAN0002186,Lower Notch,47.1389,-79.4541,274.0,Hydro,hydro
CAN0008072,Lower Sturgeon,48.8132,-81.4875,14.0,Hydro,hydro
WKS0067649,Loyalist,44.37,-76.975,54.0,Solar,solar
CAN0008074,Lunarlight,44.3145,-77.432,10.0,Solar,solar
CAN0008075,MacKay,47.2688,-84.4364,62.0,Hydro,hydro
CAN0008077,MacLeod Flats,49.6868,-113.4752,3.0,Wind,wind
CAN0002187,Mactaquac,45.9551,-66.8665,668.0,Hydro,hydro
CAN0008080,Magrath,49.3859,-112.9488,30.0,Wind,wind
CAN0008082,Mamquam,49.7214,-123.0919,58.0,Hydro,hydro
CAN0002188,Manic-1,49.1913,-68.3294,184.0,Hydro,hydro
CAN0008088,Marathon Pulp Inc,48.7186,-86.3941,15.5,Biomass,biomass
CAN0008089,Marches-Naturelles,46.8941,-71.1587,4.2,Hydro,hydro
CAN0008090,Marmora,44.4851,-77.6876,1.0,Hydro,hydro
CAN0002191,Massif du Sud,46.5668,-70.4849,150.0,Wind,wind
CAN0002192,Masson,45.5432,-75.4203,119.4,Hydro,hydro
CAN0008095,Matabitchuan,47.1233,-79.4946,10.0,Hydro,hydro
CAN0008096,Mattawishkwia,49.6807,-83.6816,10.0,Solar,solar
CAN0008097,Matthias,44.9934,-79.2019,3.0,Hydro,hydro
CAN0008101,McBride Lake,49.6123,-113.4815,75.2,Wind,wind
CAN0002193,McCormick,49.193,-68.3268,235.0,Hydro,hydro
CAN0008103,McDougall,46.7405,-71.6955,8.6,Hydro,hydro
CAN0008104,McKenzie Falls,49.8047,-93.1887,1.1,Hydro,hydro
CAN0008105,McLean's Mountain,45.9355,-81.9835,60.0,Wind,wind
CAN0008106,McNair Creek,49.5158,-123.5015,10.0,Hydro,hydro
CAN0008107,McPhail,47.9054,-84.6705,13.0,Hydro,hydro
CAN0008108,McVittie,46.2846,-80.8484,3.0,Hydro,hydro
CAN0008110,Melancthon I,44.082,-80.287,67.5,Wind,wind
CAN0002194,Melancthon II,44.118,-80.3129,132.0,Wind,wind
CAN0008112,Memphrémagog,45.263,-72.1435,1.8,Hydro,hydro
CAN0008114,Mercier,46.7173,-75.9825,55.0,Hydro,hydro
CAN0008115,Merrick Landfill,46.5158,-79.4932,1.6,Biomass,biomass
CAN0008116,Merrickville,44.9178,-75.8373,2.0,Hydro,hydro
CAN0002195,Mesgi'g Ugju's'n,48.2505,-66.7255,149.3,Wind,wind
CAN0008119,Meyersburg,44.2482,-77.8019,5.0,Hydro,hydro
CAN0008121,Midhurst 2,44.5392,-79.765,3.5,Solar,solar
CAN0008122,Midhurst 3,44.4724,-79.5693,3.5,Solar,solar
CAN0008123,Midhurst 4,44.4696,-79.5615,6.5,Solar,solar
CAN0008124,Midhurst 6,44.4762,-79.7194,8.5,Solar,solar
WKS0062168,Midhurst II,44.5397,-79.762,3.5,Solar,solar
CAN0008125,Mightysolar,45.1276,-75.2581,10.0,Solar,solar
CAN0008129,Milltown,45.1755,-67.2929,3.0,Hydro,hydro
CAN0008130,Minashtuk,48.9062,-72.2053,12.1,Hydro,hydro
CAN0008131,Minden,44.941,-78.7083,4.0,Hydro,hydro
CAN0008133,Misema,47.8996,-79.8759,3.0,Hydro,hydro
CAN0008134,Mission,47.9384,-84.8373,16.0,Hydro,hydro
CAN0002069,Mississauga,43.6987,-79.6434,122.0,Gas,gas
CAN0008135,Mississippi Mills,45.3092,-76.2435,10.0,Solar,solar
CAN0008136,Mitis-1,48.6036,-68.1376,6.0,Hydro,hydro
CAN0008137,Mitis-2,48.6219,-68.1378,4.0,Hydro,hydro
CAN0008139,Mohawk Point,42.8514,-79.4903,9.9,Wind,wind
CAN0008142,Montmagny,46.9872,-70.5492,2.1,Hydro,hydro
CAN0002197,Montérégie,45.2748,-73.5774,101.2,Wind,wind
CAN0008144,Moose Rapids,46.6292,-80.6646,1.4,Hydro,hydro
CAN0008146,Morley,48.7069,-94.2503,10.0,Solar,solar
CAN0008149,Mother Earth I,45.8185,-82.1428,4.0,Wind,wind
CAN0002198,Mountain Chute,45.1957,-76.9074,170.0,Hydro,hydro
CAN0008152,Murdock-Wilson,48.452,-71.2132,61.2,Hydro,hydro
CAN0008153,Nairn,46.344,-81.5734,4.5,Hydro,hydro
CAN0008154,Namewaminikan,49.6826,-88.0049,10.0,Hydro,hydro
WKS0067638,Nanticoke,42.81,-80.035,44.0,Solar,solar
CAN0008155,Napanee TS Taylor Kidd,44.2175,-76.7082,10.0,Solar,solar
CAN0008156,Napier Wind,42.9564,-81.7328,4.1,Wind,wind
CAN0008157,Naylor,42.1941,-82.8105,10.0,Wind,wind
CAN0008166,Nipissing,46.0967,-79.4796,2.0,Hydro,hydro
CAN0008167,Norfolk Bloomsburg,42.8745,-80.2972,10.0,Solar,solar
CAN0008168,Norman,49.7717,-94.5243,9.5,Hydro,hydro
CAN0008171,North Maiden,42.1538,-82.8478,10.0,Wind,wind
CAN0008173,Northland Power Burks Falls West,45.6081,-79.4262,10.0,Solar,solar
CAN0008174,Northland Power Solar Abitibi,49.1444,-80.9717,10.0,Solar,solar
CAN0008175,Northland Power Solar Belleville North,44.059,-77.3315,10.0,Solar,solar
CAN0008176,Northland Power Solar Belleville South,44.066,-77.3151,10.0,Solar,solar
CAN0008177,Northland Power Solar Burks Falls East,45.612,-79.3572,10.0,Solar,solar
CAN0008178,Northland Power Solar Crosby,44.6707,-76.3044,10.0,Solar,solar
CAN0008179,Northland Power Solar Empire,49.1258,-80.9915,10.0,Solar,solar
CAN0008180,Northland Power Solar Glendale,45.0965,-74.7167,10.0,Solar,solar
CAN0008181,Northland Power Solar Long Lake,49.1402,-81.2854,10.0,Solar,solar
CAN0008182,Northland Power Solar Martin's Meadows,49.1433,-80.9888,10.0,Solar,solar
CAN0008183,Northland Power Solar Mccann LP,44.6824,-76.2727,10.0,Solar,solar
CAN0008184,Northland Power Solar North Burgess,44.8206,-76.307,10.0,Solar,solar
CAN0008185,Northland Power Solar Rideau Lakes,44.6692,-76.274,10.0,Solar,solar
CAN0008186,Northwest Stave River,49.6281,-122.4625,17.5,Hydro,hydro
CAN0008196,OPG 7 Gomberg,43.8123,-79.074,1.8,Wind,wind
CAN0008191,Okikendawt,46.1238,-80.0145,10.0,Hydro,hydro
CAN0008192,Old Man 2,49.5708,-113.8534,46.0,Wind,wind
CAN0008193,Old Man River,49.5777,-113.8702,3.6,Wind,wind
CAN0008194,Old Woman Falls,49.1651,-82.7136,5.5,Hydro,hydro
CAN0008195,Oldman River,49.561,-113.896,32.0,Hydro,hydro
CAN0008197,Optimist,49.5312,-114.0538,1.0,Wind,wind
CAN0008198,Orillia 1,44.5825,-79.4981,10.0,Solar,solar
CAN0008199,Orillia 2,44.5809,-79.4984,10.0,Solar,solar
CAN0008200,Orillia 3,44.586,-79.4995,6.5,Solar,solar
CAN1060669,Ottawa Health Sciences Centre,45.4019,-75.6557,68.0,Gas,gas
CAN0002201,Otto Holden,46.3784,-78.7276,243.0,Hydro,hydro
CAN0002202,Outardes-2,49.1448,-68.3894,523.0,Hydro,hydro
CAN0002203,Outardes-3,49.5576,-68.7256,1026.0,Hydro,hydro
CAN0002204,Outardes-4,49.7037,-68.9038,785.0,Hydro,hydro
CAN0008207,Oxley,42.0066,-82.8803,6.0,Wind,wind
CAN0008211,Paton,45.3994,-71.8996,1.6,Hydro,hydro
CAN0002205,Paugan,45.8097,-75.9309,226.0,Hydro,hydro
CAN0008215,Penn Energy - Brantgate,43.049,-80.3883,8.0,Solar,solar
CAN0008216,Penn Energy - Edwardsburgh Morrisburg-1,44.7257,-75.4928,9.3,Solar,solar
CAN0008217,Penn Energy - Hamilton Port Hope-4,44.0246,-78.1208,10.0,Solar,solar
CAN0008218,Penn Energy - Ridgefield,44.4433,-78.6864,8.0,Solar,solar
CAN0008219,Penn Energy - Roseplain,44.0616,-79.1816,6.5,Solar,solar
CAN0008220,Penn Energy - S. Glengarry St. Lawrence-1,45.1066,-74.6822,9.3,Solar,solar
CAN0008221,Penn Energy - Vandorp,43.9459,-78.3877,10.0,Solar,solar
CAN0008620,Pennask,49.9256,-120.1093,15.0,Wind,wind
CAN0008222,Pentecôte,49.7858,-67.157,2.0,Hydro,hydro
CAN0008224,Perpetual Cleanpower Lindsay,44.4307,-78.694,10.0,Solar,solar
CAN0008225,Perpetual Cleanpower Oro 4 Line,44.5006,-79.6133,10.0,Solar,solar
CAN0008621,Peter Sutherlan Sr.,49.962,-81.5226,28.0,Hydro,hydro
CAN0008226,Peterborough Robert G. Lake,44.3653,-78.2928,8.0,Hydro,hydro
CAN0008227,Petites-Bergeronnes,48.2614,-69.6265,4.2,Hydro,hydro
CAN0002073,Pickering A,43.8107,-79.0689,1084.0,Nuclear,nuclear
CAN0002074,Pickering B,43.8096,-79.0639,2160.0,Nuclear,nuclear
CAN0008622,Pierre-De Saurel,45.967,-72.9274,24.6,Wind,wind
CAN0002208,Pine Portage,49.3074,-88.3103,144.0,Hydro,hydro
CAN0008234,Plateau I / II,44.247,-80.3944,18.0,Wind,wind
CAN0008235,Plateau III,44.1886,-80.3088,9.0,Wind,wind
CAN0002076,Point Lepreau,45.0686,-66.4543,660.0,Nuclear,nuclear
CAN0008239,Pointes aux Roches,42.2841,-82.5284,48.6,Wind,wind
CAN0008240,Pont-Arnaud,48.4069,-71.1232,8.0,Hydro,hydro
CAN0002079,Poplar River,49.0579,-105.4851,582.0,Coal,coal
CAN0002209,Port Alma,42.1839,-82.2851,101.2,Wind,wind
CAN0002210,Port Dover / Nanticoke,42.8392,-80.0274,104.4,Wind,wind
CAN0008245,Port Ryerse,42.7677,-80.2521,10.0,Wind,wind
CAN0002080,Portlands,43.6495,-79.3311,624.0,Gas,gas
CAN0008246,Portneuf-1 (Chute du 4 Milles),48.6585,-69.1325,7.5,Hydro,hydro
CAN0008247,Portneuf-2 (Chute Phillias),48.6548,-69.1762,11.7,Hydro,hydro
CAN0008248,Portneuf-3 (Les Crans Serrés),48.6913,-69.3389,8.7,Hydro,hydro
CAN0008249,Powell Lake,49.8723,-124.5577,38.0,Hydro,hydro
CAN0008250,Powell River,49.8731,-124.5544,48.0,Biomass,biomass
CAN0002211,Première-Chute,47.6007,-79.4524,131.0,Hydro,hydro
CAN0002212,Prince,46.6126,-84.4792,189.0,Wind,wind
CAN0008254,Proof Line,43.1571,-82.0184,6.6,Wind,wind
CAN0008255,Providence Bay,45.7291,-82.295,1.6,Wind,wind
CAN0002207,Péribonka,49.5077,-71.1824,385.0,Hydro,hydro
CAN0008260,Quixote,44.2734,-81.5794,2.3,Wind,wind
CAN0008307,RSP-2,48.7319,-69.1706,6.5,Hydro,hydro
CAN0008308,RSP-3,48.7351,-69.0648,5.3,Hydro,hydro
CAN0008261,Ragged Chute,47.2763,-79.6714,6.6,Hydro,hydro
CAN0008262,Ragged Rapids,45.018,-79.6883,8.0,Hydro,hydro
CAN0008265,Raleigh,42.2743,-82.1824,78.0,Wind,wind
CAN0008266,Ramore,48.4393,-80.3256,8.0,Solar,solar
CAN0008267,Ranney Falls,44.2921,-77.802,10.0,Hydro,hydro
CAN0008268,Rapide-2,47.9336,-78.5761,67.0,Hydro,hydro
CAN0008269,Rapide-7,47.7685,-78.3102,67.0,Hydro,hydro
CAN0002214,Rapide-Blanc,47.7964,-72.9735,204.0,Hydro,hydro
CAN0008271,Rapide-des-Cœurs,47.7866,-73.3753,76.0,Hydro,hydro
CAN0002217,Rapides-Farmer,45.4989,-75.7632,104.0,Hydro,hydro
CAN0008272,Rapides-des-Cèdres,46.1009,-75.648,9.3,Hydro,hydro
CAN0002216,Rapides-des-Quinze,47.5906,-79.2944,103.0,Hydro,hydro
CAN0002215,Rapides-des-Îles,47.5768,-79.3546,176.0,Hydro,hydro
CAN0008278,Ravenswood,43.1751,-81.9812,9.9,Wind,wind
CAN0008279,Rawdon,46.0458,-73.7294,2.5,Hydro,hydro
CAN0008280,Raylight,44.6982,-79.8423,10.0,Solar,solar
CAN0008281,Raymond,49.4071,-112.6924,18.0,Hydro,hydro
CAN0008282,Rayner,46.4337,-83.3838,46.0,Hydro,hydro
CAN0008284,Red Rock Falls,46.315,-83.2905,41.0,Hydro,hydro
CAN0002218,René-Lévesque (Manic-3),49.7408,-68.5945,1326.0,Hydro,hydro
CAN0008288,Richardson,42.2364,-82.4566,10.0,Wind,wind
CAN0008289,Rideau Falls,45.4422,-75.6959,2.0,Hydro,hydro
CAN0008291,Rimouski (La Pulpe),48.4112,-68.5532,3.7,Hydro,hydro
CAN0008292,Ripley,44.0524,-81.6558,76.0,Wind,wind
CAN0002220,Rivière du Moulin 1,47.9745,-71.0996,150.0,Wind,wind
CAN0002221,Rivière du Moulin 2,47.997,-71.056,200.0,Wind,wind
CAN0008295,Rivière-des-Prairies,45.5895,-73.6572,54.0,Hydro,hydro
CAN0008296,Rivière-du-Loup,47.8305,-69.53,2.6,Hydro,hydro
CAN0002222,Robert H Saunders,45.0088,-74.7905,1045.0,Hydro,hydro
CAN0008298,Robert O. Pickard,45.4625,-75.5875,2.4,Biomass,biomass
CAN0002224,Rocher-de-Grand-Mère,46.6139,-72.6751,230.0,Hydro,hydro
CAN0008301,Rock Forest,45.3418,-71.9935,2.9,Hydro,hydro
CAN0008625,Roncevaux,48.1381,-67.4388,74.8,Wind,wind
CAN0008309,Ruby Farms,42.9548,-81.6693,2.0,Solar,solar
CAN0002227,Ruskin,49.195,-122.4083,105.0,Hydro,hydro
CAN0008314,Ryerse,42.7841,-80.2655,9.1,Solar,solar
CAN0008315,S.P.C.,48.4212,-71.0839,38.0,Hydro,hydro
CAN0008343,SEC Windsor,45.558,-72.0077,5.7,Hydro,hydro
CAN0008412,SSM 1 (Carpin Rd.),46.5236,-84.4456,12.0,Solar,solar
CAN0008413,SSM 1 (Leigh's Bay Rd.),46.5171,-84.4261,12.0,Solar,solar
CAN0008414,SSM 2/3,46.5473,-84.2796,45.0,Solar,solar
CAN0008317,Saint John,45.2589,-66.0945,29.7,Biomass,biomass
CAN0008319,Saint-Alban,46.71,-72.0768,8.2,Hydro,hydro
CAN0008320,Saint-Damase,48.6248,-67.8674,23.5,Wind,wind
CAN0008325,Saint-Félicien (Fibrek),48.7465,-72.5128,42.7,Biomass,biomass
CAN0008326,Saint-Lambert,45.4959,-73.5153,5.8,Hydro,hydro
CAN0008327,Saint-Narcisse,46.5484,-72.4102,15.0,Hydro,hydro
CAN0008328,Saint-Nicéphore LFG,45.8228,-72.3688,7.6,Biomass,biomass
CAN0008626,Saint-Philémon,46.6594,-70.3566,24.0,Wind,wind
CAN0008329,Saint-Raphaël,46.7982,-70.7366,3.5,Hydro,hydro
CAN0008330,Saint-Robert-Bellarmin,45.6746,-70.5751,80.0,Wind,wind
CAN0008321,Sainte-Brigitte-des-Saults,46.0312,-72.4791,4.2,Hydro,hydro
CAN0008627,Sakwi Creek,49.3326,-121.8801,6.0,Hydro,hydro
CAN0008331,Salmon Inlet (Sechelt Creek),49.6775,-123.5481,17.0,Hydro,hydro
CAN0008333,Sandy Falls,48.5113,-81.4434,6.0,Hydro,hydro
CAN0008336,Sarnia 1,42.9417,-82.3394,20.0,Solar,solar
CAN0008337,Sarnia 2,42.9498,-82.3199,60.0,Solar,solar
CAN0008338,Sarnia LFG,42.0279,-82.5638,1.6,Biomass,biomass
CAN0008340,Scarfe Lake,46.2659,-83.0127,2.3,Hydro,hydro
CAN0008341,Scott Falls,47.9101,-84.7447,22.0,Hydro,hydro
CAN0008344,Seegen 2 (Burnaby Incinerator),49.1864,-122.9777,25.0,Biomass,biomass
CAN0002230,Seigneurie de Beaupré 2,47.3715,-70.8698,131.2,Wind,wind
CAN0002231,Seigneurie de Beaupré 3,47.3317,-70.8905,140.6,Wind,wind
CAN0008347,Seigneurie de Beaupré 4,47.2665,-70.9456,67.9,Wind,wind
CAN0008348,Senneterre,48.3838,-77.223,35.0,Biomass,biomass
CAN0008349,Sept-Chutes,47.1227,-70.8286,22.0,Hydro,hydro
CAN0008350,Serpent,46.219,-82.4409,7.2,Hydro,hydro
CAN0008629,Settlers Landing,44.102,-78.6562,8.0,Wind,wind
CAN0002232,Seven Mile,49.0302,-117.5041,805.0,Hydro,hydro
CAN0008354,Seymour,44.3215,-77.782,6.0,Hydro,hydro
CAN0002084,Shand,49.0751,-102.8641,276.0,Coal,coal
CAN0002234,Shawinigan-2,46.5359,-72.7673,200.0,Hydro,hydro
CAN0002235,Shawinigan-3,46.5338,-72.7656,194.0,Hydro,hydro
CAN0008358,Shekak (Nagagami),49.8087,-84.499,18.0,Hydro,hydro
CAN0008630,Shinish Creek Wind Farm,49.6602,-120.1222,15.0,Wind,wind
CAN0002236,Shipshaw,48.4484,-71.2148,959.1,Hydro,hydro
CAN0008361,Sidney,44.1315,-77.5934,4.0,Hydro,hydro
CAN0008362,Sills Island,44.21,-77.5975,2.0,Hydro,hydro
CAN0008363,Silver Falls,48.6609,-89.5974,48.0,Hydro,hydro
CAN0008364,Silvercreek,42.695,-80.9791,10.0,Solar,solar
CAN0008365,Simcoe Solar Energy Centre I,44.4761,-78.9752,10.0,Solar,solar
CAN0008366,Simcoe Solar Energy Centre III,44.4166,-78.8859,10.0,Solar,solar
CAN0008367,Sinnott,49.5325,-113.9773,6.5,Wind,wind
CAN0002237,Sir Adam Beck 1,43.1492,-79.0443,450.0,Hydro,hydro
CAN0002238,Sir Adam Beck 2,43.1456,-79.0436,1499.0,Hydro,hydro
CAN0002239,Sir Adam Beck Pump,43.1446,-79.0599,174.0,Hydro,hydro
CAN0008372,Sisson,47.266,-67.2434,9.0,Hydro,hydro
CAN0008631,Skookum Power (Mamquam Skookum),49.7205,-122.9956,25.0,Hydro,hydro
CAN0008374,Skookumchuk,49.5284,-115.7578,51.0,Biomass,biomass
CAN0008375,Skyway 8,44.0845,-80.3919,9.5,Wind,wind
CAN0008378,Smiths Falls 1,44.8769,-76.007,6.0,Solar,solar
CAN0008379,Smiths Falls 2,44.95,-76.1139,10.0,Solar,solar
CAN0008380,Smiths Falls 3,44.9279,-76.1158,6.5,Solar,solar
CAN0008381,Smiths Falls 4,44.9479,-76.1422,10.0,Solar,solar
CAN0008382,Smiths Falls 5,44.9207,-76.1348,10.0,Solar,solar
CAN0008383,Smiths Falls 6,44.8547,-75.9818,10.0,Solar,solar
CAN0008385,Smooth Rock Falls,49.2857,-81.6376,7.4,Hydro,hydro
CAN0008390,Snowy Ridge,44.1689,-78.6293,10.0,Wind,wind
CAN0008391,Soave Hydroponics,42.0644,-82.6805,12.0,Biomass,biomass
CAN0008392,Société de Cogénération Saint-Félicien,48.6379,-72.4337,21.0,Biomass,biomass
CAN0008393,Soderglen,49.5385,-113.5231,70.5,Wind,wind
CAN0002241,Sol-Luce Kingston,44.3118,-76.6511,100.0,Solar,solar
CAN0008395,Solar Spirit 4,44.232,-77.3566,10.0,Solar,solar
CAN0008397,Solray Energy Epsom,44.1479,-79.0504,10.0,Solar,solar
CAN0008398,Solray Energy Sunderland,44.2808,-79.0347,10.0,Solar,solar
CAN0008399,South Branch,44.9437,-75.371,30.0,Wind,wind
CAN0008403,South Falls,45.0031,-79.3054,5.0,Hydro,hydro
CAN0002243,South Kent,42.3495,-82.1071,270.0,Wind,wind
CAN0008405,South Side,42.084,-83.0425,10.0,Wind,wind
CAN0008406,South Slocan,49.4555,-117.5197,54.0,Hydro,hydro
CAN0008634,Southgate Solar,44.102,-80.7472,50.0,Solar,solar
CAN0008407,Sparklelight,44.4631,-79.0662,10.0,Solar,solar
WKS0062199,Spring Valley ON,44.632,-75.805,9.0,Solar,solar
CAN0008411,Springwood,43.7838,-80.404,8.2,Wind,wind
CAN0008635,Squamish Power Project,49.6761,-123.2614,1.0,Hydro,hydro
CAN0008437,St-Thomas,46.0639,-73.2555,9.4,Biomass,biomass
CAN0002087,St. Clair,42.8973,-82.3984,577.0,Gas,gas
CAN0008415,St. Clair Moore,42.8692,-82.4207,20.0,Solar,solar
CAN0008416,St. Clair Sombra,42.7113,-82.4619,20.0,Solar,solar
CAN0008417,St. Columban,43.5505,-81.2896,33.0,Wind,wind
CAN0008418,St. George,45.1283,-66.8279,15.0,Hydro,hydro
CAN0008419,St. Isidore A,45.4289,-74.9374,12.0,Solar,solar
CAN0008420,St. Isidore B,45.3637,-74.9092,12.0,Solar,solar
CAN0002245,St. Joseph,49.1345,-97.4205,138.0,Wind,wind
CAN0002246,St. Léon 1 / 2,49.3472,-98.6345,120.5,Wind,wind
CAN0008424,St. Mary,49.3665,-113.1087,2.0,Hydro,hydro
CAN0008425,St. Mary River,49.4526,-112.7165,7.0,Hydro,hydro
CAN0008426,Stanley Adamson Powerhouse,44.3522,-78.2948,3.9,Hydro,hydro
CAN0008427,Stanton Dairy Farm,43.1003,-81.373,1.3,Biomass,biomass
CAN0008429,Stardale,45.5035,-74.5278,33.2,Solar,solar
CAN0008430,Stave Falls,49.2288,-122.3561,91.0,Hydro,hydro
CAN0008431,Steephill,48.0778,-84.7394,16.0,Hydro,hydro
CAN0002247,Stewartville,45.4071,-76.5064,182.0,Hydro,hydro
CAN0008433,Stinson,46.5213,-80.7104,5.0,Hydro,hydro
CAN0008434,Stokke Creek,49.7111,-122.0343,22.0,Hydro,hydro
CAN0008435,Stone Mills,44.2959,-76.8975,11.0,Solar,solar
CAN0008438,Sturgeon Falls,48.7443,-92.2839,8.8,Hydro,hydro
CAN0008439,Sudbury LFG,46.507,-80.9002,1.6,Biomass,biomass
CAN0002248,Summerhaven,42.87,-79.9377,124.4,Wind,wind
CAN0008442,Summerview 1,49.5829,-113.7931,70.2,Wind,wind
CAN0008443,Summerview 2,49.6026,-113.7341,66.0,Wind,wind
CAN1060928,Suncor Utility Plant,45.4019,-75.6557,70.0,Gas,gas
CAN0008445,Sune Bruining 1,44.9856,-75.013,10.0,Solar,solar
CAN0008446,Sune Newboro 1,44.6712,-76.273,10.0,Solar,solar
CAN0008447,Sune Newboro 4,44.649,-76.3555,10.0,Solar,solar
CAN0008448,Sune Rutley,45.017,-74.9659,10.0,Solar,solar
CAN0008449,Sunningdale 1,43.0711,-81.1582,7.0,Solar,solar
CAN0008450,Sunny Shores,44.0561,-77.1519,10.0,Solar,solar
CAN0008451,Swanton Line,42.2638,-82.2682,10.0,Wind,wind
CAN0008452,Swift Rapids,44.8569,-79.5396,7.9,Hydro,hydro
CAN0008453,T.-D.-Bouchard,45.6219,-72.9498,2.3,Hydro,hydro
CAN0008454,Taber,49.7184,-111.9266,85.1,Wind,wind
CAN0008455,Talbot,42.4375,-81.7961,98.9,Wind,wind
CAN0008457,Taylor Coulee,49.3336,-112.8871,12.7,Hydro,hydro
CAN0008459,Tembec Kapuskasing,49.4089,-82.4248,15.0,Biomass,biomass
CAN0008460,Tembec Témiscaming 1-2,46.7094,-79.0954,58.1,Biomass,biomass
CAN0008462,Terrace Bay,48.7975,-87.1066,20.0,Biomass,biomass
CAN0008463,Thames River I,42.2701,-82.2539,40.0,Wind,wind
CAN0008464,The Eye of the Wind,49.3875,-123.074,1.5,Wind,wind
CAN0008467,Thibaudeau-Ricard,46.5529,-72.7587,5.3,Hydro,hydro
CAN0008468,Thomas Low,45.4796,-76.6894,4.0,Hydro,hydro
CAN0002089,Thorold CGS,43.1071,-79.1983,285.0,Gas,gas
CAN0008470,Thunder Bay Airport,48.3653,-89.3208,8.5,Solar,solar
CAN0008471,Thunder Bay Condensing Turbine,48.3579,-89.2317,62.4,Biomass,biomass
CAN0002249,Thunderbay G3,48.3596,-89.2217,135.0,Biomass,biomass
CAN0008473,Thurso 1-2,45.5982,-75.2557,24.0,Biomass,biomass
CAN0008475,Tinker,46.8097,-67.7665,36.8,Hydro,hydro
CAN0008476,Tipella Creek,49.7409,-122.1622,18.0,Hydro,hydro
CAN0008477,Tobique,46.7801,-67.6953,20.0,Hydro,hydro
CAN0008478,Tolko Kelowna Cogeneration,49.9014,-119.4994,15.0,Biomass,biomass
CAN0002250,Toulnustouc,49.9705,-68.1591,526.0,Hydro,hydro
CAN0008482,Trail Road LFG,45.2372,-75.7637,6.0,Biomass,biomass
CAN0002090,TransAlta Sarnia Cogeneration,42.9346,-82.4381,444.0,Gas,gas
CAN0002251,Trenche,47.7521,-72.8783,302.0,Hydro,hydro
CAN0008484,Tretheway Creek,49.7038,-122.0796,21.2,Hydro,hydro
CAN0008485,Trethewey Falls,44.9884,-79.2714,2.0,Hydro,hydro
CAN0008488,Twin Falls,48.7468,-80.5817,27.5,Hydro,hydro
CAN0008490,Twin Falls (Kagiano),49.1899,-86.1172,5.0,Hydro,hydro
CAN0008491,Twin Rivers,47.3702,-68.3318,39.0,Biomass,biomass
CAN0008638,Tyson Creek,49.8371,-123.6858,9.0,Hydro,hydro
CAN0008636,Témiscouata 1,47.6363,-69.1225,23.5,Wind,wind
CAN0008637,Témiscouata 2,47.6212,-69.1296,51.7,Wind,wind
CAN0008492,UBC Nexterra Bioenergy Research and Demonstration Facility,49.2602,-123.2545,2.0,Biomass,biomass
CAN0008493,Umbata Falls,48.5358,-86.1442,23.0,Hydro,hydro
CAN0002253,Underwood,44.3416,-81.4533,181.5,Wind,wind
CAN0008496,Upper Bear,49.7954,-123.5721,10.0,Hydro,hydro
CAN0008497,Upper Bonnington,49.4601,-117.4842,66.0,Hydro,hydro
CAN0008498,Upper Clowhom,49.8543,-123.4461,11.0,Hydro,hydro
CAN0008500,Upper Mamquam,49.7178,-123.0546,25.0,Hydro,hydro
CAN0008503,Upper Stave River,49.566,-122.3503,33.0,Hydro,hydro
CAN0008504,Val Caron,46.6692,-80.9214,10.0,Solar,solar
CAN0008505,Valerie Falls,48.7918,-91.705,10.0,Hydro,hydro
CAN0008508,Vanzwolf,48.7078,-94.2516,5.0,Solar,solar
CAN0002266,Vents du Kempt,48.3172,-67.1408,101.1,Wind,wind
CAN0008510,Viger-Denonville,47.9173,-69.216,24.6,Wind,wind
CAN0008511,W.R. Beatty,45.9167,-76.9223,11.7,Hydro,hydro
CAN0008512,Wabageshik,46.3163,-81.5207,3.4,Hydro,hydro
CAN0008513,Wahleach,49.2366,-121.6807,65.0,Hydro,hydro
CAN0008514,Wainfleet,42.8978,-79.3854,9.0,Wind,wind
CAN0008515,Wainwright,49.8395,-92.8467,10.0,Solar,solar
CAN0008516,Wainwright Falls,49.8217,-92.8763,1.1,Hydro,hydro
CAN0008518,Walpole,42.9359,-80.1435,20.0,Solar,solar
CAN0002254,Waneta,49.0041,-117.6129,493.2,Hydro,hydro
CAN0002255,Waneta Expansion,49.0047,-117.616,335.0,Hydro,hydro
CAN0008522,Wasdell Falls,44.7808,-79.2937,1.6,Hydro,hydro
CAN0008523,Water Street Pumphouse,44.3371,-78.3131,1.3,Hydro,hydro
CAN0008525,Waterloo LFG,43.4375,-80.5801,4.6,Biomass,biomass
CAN0008526,Waterton Hydro,49.3291,-113.6732,3.0,Hydro,hydro
CAN0008527,Waterton Wind,49.1897,-113.6806,3.9,Wind,wind
CAN0008530,Waubaushene 3,44.6575,-79.8048,10.0,Solar,solar
CAN0008531,Waubaushene 4,44.7713,-79.6416,8.0,Solar,solar
CAN0008532,Waubaushene 5,44.7706,-79.6018,3.5,Solar,solar
CAN0008533,Wawaitin,48.3472,-81.4806,15.0,Hydro,hydro
CAN0008534,Wawatay,48.6604,-86.2325,13.5,Hydro,hydro
CAN0008535,Wedgeport (Watts Wind II),43.7528,-66.0139,1.6,Wind,wind
CAN0008536,Weedon,45.6617,-71.4636,4.5,Hydro,hydro
CAN0008538,Welland,43.1547,-79.1924,12.0,Hydro,hydro
CAN0008539,Welland Ridge Road,42.9743,-79.1965,10.0,Solar,solar
CAN0002256,Wells,46.4315,-83.3859,239.0,Hydro,hydro
